,imdb_full_link,role_type,year,movie_name
0,https://www.imdb.com/name/nm0000134,actor-tt4075436,,Untitled De Niro/Ramirez/Jakubowicz Project
1,https://www.imdb.com/name/nm0000134,actor-tt8373206,,About My Father
2,https://www.imdb.com/name/nm0000134,actor-tt13055982,2022,Wash Me in the River
3,https://www.imdb.com/name/nm0000134,actor-tt5420210,2020,The Comeback Trail
4,https://www.imdb.com/name/nm0000134,actor-tt4532038,2020,The War with Grandpa
5,https://www.imdb.com/name/nm0000134,actor-tt7286456,2019,Joker
6,https://www.imdb.com/name/nm0000134,actor-tt1933667,2017,The Wizard of Lies
7,https://www.imdb.com/name/nm0000134,actor-tt1781827,2016,Hands of Stone
8,https://www.imdb.com/name/nm0000134,actor-tt2446980,2015/I,Joy
9,https://www.imdb.com/name/nm0000134,actor-tt5227516,2015,Ellis
10,https://www.imdb.com/name/nm0000134,actor-tt2361509,2015/I,The Intern
11,https://www.imdb.com/name/nm0000134,actor-tt2212008,2014/I,The Bag Man
12,https://www.imdb.com/name/nm0000134,actor-tt1800241,2013,American Hustle
13,https://www.imdb.com/name/nm0000134,actor-tt2404311,2013/I,The Family
14,https://www.imdb.com/name/nm0000134,actor-tt1931435,2013,The Big Wedding
15,https://www.imdb.com/name/nm0000134,actor-tt1815708,2012,Freelancers
16,https://www.imdb.com/name/nm0000134,actor-tt1748179,2012,Red Lights
17,https://www.imdb.com/name/nm0000134,actor-tt1448755,2011,Killer Elite
18,https://www.imdb.com/name/nm0000134,actor-tt6779974,2011,Little Fockers: Deleted Scenes
19,https://www.imdb.com/name/nm0000134,actor-tt1219289,2011/I,Limitless
20,https://www.imdb.com/name/nm0000134,actor-tt0496424,2011,30 Rock
21,https://www.imdb.com/name/nm0000134,actor-tt1423995,2010,Stone
22,https://www.imdb.com/name/nm0000134,actor-tt0780511,2009,Everybody's Fine
23,https://www.imdb.com/name/nm0000134,actor-tt0486674,2008,What Just Happened
24,https://www.imdb.com/name/nm0000134,actor-tt3492560,2007,"Vanity Fair: Killers Kill, Dead Men Die"
25,https://www.imdb.com/name/nm0000134,actor-tt0344854,2006,Arthur and the Invisibles
26,https://www.imdb.com/name/nm0000134,actor-tt5091774,2005,Club Oscar
27,https://www.imdb.com/name/nm0000134,actor-tt0356443,2004,The Bridge of San Luis Rey
28,https://www.imdb.com/name/nm0000134,actor-tt0307453,2004,Shark Tale
29,https://www.imdb.com/name/nm0000134,actor-tt0289848,2002,Analyze That
30,https://www.imdb.com/name/nm0000134,actor-tt0284490,2002,Showtime
31,https://www.imdb.com/name/nm0000134,actor-tt0227445,2001,The Score
32,https://www.imdb.com/name/nm0000134,actor-tt0212338,2000,Meet the Parents
33,https://www.imdb.com/name/nm0000134,actor-tt0131704,2000,The Adventures of Rocky & Bullwinkle
34,https://www.imdb.com/name/nm0000134,actor-tt0122933,1999,Analyze This
35,https://www.imdb.com/name/nm0000134,actor-tt0119223,1998,Great Expectations
36,https://www.imdb.com/name/nm0000134,actor-tt0119396,1997,Jackie Brown
37,https://www.imdb.com/name/nm0000134,actor-tt0116999,1996,Marvin's Room
38,https://www.imdb.com/name/nm0000134,actor-tt0116277,1996,The Fan
39,https://www.imdb.com/name/nm0000134,actor-tt0112641,1995,Casino
40,https://www.imdb.com/name/nm0000134,actor-tt0109836,1994,Frankenstein
41,https://www.imdb.com/name/nm0000134,actor-tt0108330,1993,This Boy's Life
42,https://www.imdb.com/name/nm0000134,actor-tt0105001,1992,Night and the City
43,https://www.imdb.com/name/nm0000134,actor-tt0101540,1991,Cape Fear
44,https://www.imdb.com/name/nm0000134,actor-tt0101984,1991,Guilty by Suspicion
45,https://www.imdb.com/name/nm0000134,actor-tt0099685,1990,Goodfellas
46,https://www.imdb.com/name/nm0000134,actor-tt0098625,1989,We're No Angels
47,https://www.imdb.com/name/nm0000134,actor-tt0095631,1988,Midnight Run
48,https://www.imdb.com/name/nm0000134,actor-tt0094226,1987,The Untouchables
49,https://www.imdb.com/name/nm0000134,actor-tt0091530,1986,The Mission
50,https://www.imdb.com/name/nm0000134,actor-tt0087233,1984,Falling in Love
51,https://www.imdb.com/name/nm0000134,actor-tt0085794,1982,The King of Comedy
52,https://www.imdb.com/name/nm0000134,actor-tt0081398,1980,Raging Bull
53,https://www.imdb.com/name/nm0000134,actor-tt0809488,1977,The Godfather: A Novel for Television
54,https://www.imdb.com/name/nm0000134,actor-tt0074777,1976,The Last Tycoon
55,https://www.imdb.com/name/nm0000134,actor-tt0075314,1976,Taxi Driver
56,https://www.imdb.com/name/nm0000134,actor-tt0070379,1973,Mean Streets
57,https://www.imdb.com/name/nm0000134,actor-tt0067124,1971,The Gang That Couldn't Shoot Straight
58,https://www.imdb.com/name/nm0000134,actor-tt0067266,1971,Jennifer on My Mind
59,https://www.imdb.com/name/nm0000134,actor-tt0065481,1970,Bloody Mama
60,https://www.imdb.com/name/nm0000134,actor-tt0065198,1969,The Wedding Party
61,https://www.imdb.com/name/nm0000134,actor-tt0063154,1968,Les jeunes loups
62,https://www.imdb.com/name/nm0000134,actor-tt0179492,1965,Trois chambres à Manhattan
63,https://www.imdb.com/name/nm0000134,actor-tt3143812,,After Exile
64,https://www.imdb.com/name/nm0000134,actor-tt5537002,,Killers of the Flower Moon
65,https://www.imdb.com/name/nm0000134,actor-tt10304142,2022,Untitled David O. Russell
66,https://www.imdb.com/name/nm0000134,actor-tt13160412,2020,Father of the Bride Part 3 (ish)
67,https://www.imdb.com/name/nm0000134,actor-tt1302006,2019,The Irishman
68,https://www.imdb.com/name/nm0000134,actor-tt0072562,2013-2019,Saturday Night Live
69,https://www.imdb.com/name/nm0000134,actor-tt1967614,2016/III,The Comedian
70,https://www.imdb.com/name/nm0000134,actor-tt1860213,2016,Dirty Grandpa
71,https://www.imdb.com/name/nm0000134,actor-tt3276924,2015/III,Heist
72,https://www.imdb.com/name/nm0000134,actor-tt4016250,2015/III,The Audition
73,https://www.imdb.com/name/nm0000134,actor-tt10908058,2014,The King of Comedy: Deleted and Extended Scenes
74,https://www.imdb.com/name/nm0000134,actor-tt1661382,2013,Grudge Match
75,https://www.imdb.com/name/nm0000134,actor-tt1204975,2013,Last Vegas
76,https://www.imdb.com/name/nm0000134,actor-tt1480295,2013,Killing Season
77,https://www.imdb.com/name/nm0000134,actor-tt1045658,2012,Silver Linings Playbook
78,https://www.imdb.com/name/nm0000134,actor-tt0455323,2012,Being Flynn
79,https://www.imdb.com/name/nm0000134,actor-tt1598822,2011,New Year's Eve
80,https://www.imdb.com/name/nm0000134,actor-tt6779822,2011,"Little Fockers: Alternate Opening, Wedding Dream and Morning Wakeup"
81,https://www.imdb.com/name/nm0000134,actor-tt6780018,2011,Little Fockers: Gag Reel
82,https://www.imdb.com/name/nm0000134,actor-tt1712187,2011,The Ages of Love
83,https://www.imdb.com/name/nm0000134,actor-tt0970866,2010,Little Fockers
84,https://www.imdb.com/name/nm0000134,actor-tt0985694,2010,Machete
85,https://www.imdb.com/name/nm0000134,actor-tt1034331,2008,Righteous Kill
86,https://www.imdb.com/name/nm0000134,actor-tt0486655,2007,Stardust
87,https://www.imdb.com/name/nm0000134,actor-tt0343737,2006,The Good Shepherd
88,https://www.imdb.com/name/nm0000134,actor-tt0445114,2006,Extras
89,https://www.imdb.com/name/nm0000134,actor-tt0382077,2005,Hide and Seek
90,https://www.imdb.com/name/nm0000134,actor-tt0290002,2004,Meet the Fockers
91,https://www.imdb.com/name/nm0000134,actor-tt0335121,2004,Godsend
92,https://www.imdb.com/name/nm0000134,actor-tt0269095,2002,City by the Sea
93,https://www.imdb.com/name/nm0000134,actor-tt12032604,2001,Meet the Parents: Deleted Scenes
94,https://www.imdb.com/name/nm0000134,actor-tt0179626,2001,15 Minutes
95,https://www.imdb.com/name/nm0000134,actor-tt0203019,2000,Men of Honor
96,https://www.imdb.com/name/nm0000134,actor-tt0155711,1999,Flawless
97,https://www.imdb.com/name/nm0000134,actor-tt0122690,1998,Ronin
98,https://www.imdb.com/name/nm0000134,actor-tt0120885,1997,Wag the Dog
99,https://www.imdb.com/name/nm0000134,actor-tt0118887,1997,Cop Land
100,https://www.imdb.com/name/nm0000134,actor-tt0117665,1996,Sleepers
101,https://www.imdb.com/name/nm0000134,actor-tt0113277,1995,Heat
102,https://www.imdb.com/name/nm0000134,actor-tt0112654,1995,One Hundred and One Nights
103,https://www.imdb.com/name/nm0000134,actor-tt0106489,1993,A Bronx Tale
104,https://www.imdb.com/name/nm0000134,actor-tt0107473,1993,Mad Dog and Glory
105,https://www.imdb.com/name/nm0000134,actor-tt0104892,1992,Mistress
106,https://www.imdb.com/name/nm0000134,actor-tt0101393,1991,Backdraft
107,https://www.imdb.com/name/nm0000134,actor-tt0099077,1990,Awakenings
108,https://www.imdb.com/name/nm0000134,actor-tt0100680,1990,Stanley & Iris
109,https://www.imdb.com/name/nm0000134,actor-tt0097607,1989,Jacknife
110,https://www.imdb.com/name/nm0000134,actor-tt0092851,1987,Dear America: Letters Home from Vietnam
111,https://www.imdb.com/name/nm0000134,actor-tt0092563,1987,Angel Heart
112,https://www.imdb.com/name/nm0000134,actor-tt0088846,1985,Brazil
113,https://www.imdb.com/name/nm0000134,actor-tt0087843,1984,Once Upon a Time in America
114,https://www.imdb.com/name/nm0000134,actor-tt0083232,1981,True Confessions
115,https://www.imdb.com/name/nm0000134,actor-tt0077416,1978,The Deer Hunter
116,https://www.imdb.com/name/nm0000134,actor-tt0076451,1977,"New York, New York"
117,https://www.imdb.com/name/nm0000134,actor-tt0074084,1976,1900
118,https://www.imdb.com/name/nm0000134,actor-tt0071562,1974,The Godfather: Part II
119,https://www.imdb.com/name/nm0000134,actor-tt0069765,1973,Bang the Drum Slowly
120,https://www.imdb.com/name/nm0000134,actor-tt0066856,1971,Born to Win
121,https://www.imdb.com/name/nm0000134,actor-tt0065836,1970,"Hi, Mom!"
122,https://www.imdb.com/name/nm0000134,actor-tt0064924,1969,Sam's Song
123,https://www.imdb.com/name/nm0000134,actor-tt0063036,1968,Greetings
124,https://www.imdb.com/name/nm0000134,actor-tt2141713,1965,Encounter
125,https://www.imdb.com/name/nm0000197,actor-tt1341188,2010,How Do You Know
126,https://www.imdb.com/name/nm0000197,actor-tt0825232,2007,The Bucket List
127,https://www.imdb.com/name/nm0000197,actor-tt0407887,2006,The Departed
128,https://www.imdb.com/name/nm0000197,actor-tt0337741,2003,Something's Gotta Give
129,https://www.imdb.com/name/nm0000197,actor-tt0257360,2002,About Schmidt
130,https://www.imdb.com/name/nm0000197,actor-tt0072562,1997,Saturday Night Live
131,https://www.imdb.com/name/nm0000197,actor-tt0116996,1996,Mars Attacks!
132,https://www.imdb.com/name/nm0000197,actor-tt0115710,1996,Blood and Wine
133,https://www.imdb.com/name/nm0000197,actor-tt0111742,1994,Wolf
134,https://www.imdb.com/name/nm0000197,actor-tt0104257,1992,A Few Good Men
135,https://www.imdb.com/name/nm0000197,actor-tt0100828,1990,The Two Jakes
136,https://www.imdb.com/name/nm0000197,actor-tt0093277,1987,Ironweed
137,https://www.imdb.com/name/nm0000197,actor-tt0291145,1987,Elephant's Child
138,https://www.imdb.com/name/nm0000197,actor-tt0091188,1986,Heartburn
139,https://www.imdb.com/name/nm0000197,actor-tt0086425,1983,Terms of Endearment
140,https://www.imdb.com/name/nm0000197,actor-tt0082979,1981,Reds
141,https://www.imdb.com/name/nm0000197,actor-tt0081505,1980,The Shining
142,https://www.imdb.com/name/nm0000197,actor-tt0074777,1976,The Last Tycoon
143,https://www.imdb.com/name/nm0000197,actor-tt0073486,1975,One Flew Over the Cuckoo's Nest
144,https://www.imdb.com/name/nm0000197,actor-tt0073812,1975,Tommy
145,https://www.imdb.com/name/nm0000197,actor-tt0071315,1974,Chinatown
146,https://www.imdb.com/name/nm0000197,actor-tt0068805,1972,The King of Marvin Gardens
147,https://www.imdb.com/name/nm0000197,actor-tt0066892,1971,Carnal Knowledge
148,https://www.imdb.com/name/nm0000197,actor-tt0065724,1970,Five Easy Pieces
149,https://www.imdb.com/name/nm0000197,actor-tt0066286,1970,The Rebel Rousers
150,https://www.imdb.com/name/nm0000197,actor-tt0063049,1968,Head
151,https://www.imdb.com/name/nm0000197,actor-tt0053479,1966-1967,The Andy Griffith Show
152,https://www.imdb.com/name/nm0000197,actor-tt0062301,1967,The St. Valentine's Day Massacre
153,https://www.imdb.com/name/nm0000197,actor-tt0059653,1966,Ride in the Whirlwind
154,https://www.imdb.com/name/nm0000197,actor-tt0054535,1966,Dr. Kildare
155,https://www.imdb.com/name/nm0000197,actor-tt0060418,1964,Flight to Fury
156,https://www.imdb.com/name/nm0000197,actor-tt0057569,1963,The Terror
157,https://www.imdb.com/name/nm0000197,actor-tt0885503,1962,Little Amy
158,https://www.imdb.com/name/nm0000197,actor-tt0052472,1962,Hawaiian Eye
159,https://www.imdb.com/name/nm0000197,actor-tt0051261,1961,Bronco
160,https://www.imdb.com/name/nm0000197,actor-tt0050066,1961,Tales of Wells Fargo
161,https://www.imdb.com/name/nm0000197,actor-tt0053483,1960,The Barbara Stanwyck Show
162,https://www.imdb.com/name/nm0000197,actor-tt0054475,1960,The Wild Ride
163,https://www.imdb.com/name/nm0000197,actor-tt0054392,1960,Too Soon to Love
164,https://www.imdb.com/name/nm0000197,actor-tt0047756,1956,Matinee Theatre
165,https://www.imdb.com/name/nm0000197,actor-tt1356864,2010/I,I'm Still Here
166,https://www.imdb.com/name/nm0000197,actor-tt3492560,2007,"Vanity Fair: Killers Kill, Dead Men Die"
167,https://www.imdb.com/name/nm0000197,actor-tt0381851,2004,The 76th Annual Academy Awards
168,https://www.imdb.com/name/nm0000197,actor-tt0305224,2003,Anger Management
169,https://www.imdb.com/name/nm0000197,actor-tt0237572,2001/I,The Pledge
170,https://www.imdb.com/name/nm0000197,actor-tt0119822,1997,As Good as It Gets
171,https://www.imdb.com/name/nm0000197,actor-tt0116240,1996,The Evening Star
172,https://www.imdb.com/name/nm0000197,actor-tt0112744,1995,The Crossing Guard
173,https://www.imdb.com/name/nm0000197,actor-tt0104427,1992,Hoffa
174,https://www.imdb.com/name/nm0000197,actor-tt0104804,1992,Man Trouble
175,https://www.imdb.com/name/nm0000197,actor-tt0096895,1989,Batman
176,https://www.imdb.com/name/nm0000197,actor-tt0092699,1987,Broadcast News
177,https://www.imdb.com/name/nm0000197,actor-tt0094332,1987,The Witches of Eastwick
178,https://www.imdb.com/name/nm0000197,actor-tt0089841,1985,Prizzi's Honor
179,https://www.imdb.com/name/nm0000197,actor-tt0083678,1982,The Border
180,https://www.imdb.com/name/nm0000197,actor-tt0082934,1981,The Postman Always Rings Twice
181,https://www.imdb.com/name/nm0000197,actor-tt0077621,1978,Goin' South
182,https://www.imdb.com/name/nm0000197,actor-tt0074906,1976,The Missouri Breaks
183,https://www.imdb.com/name/nm0000197,actor-tt0073008,1975,The Fortune
184,https://www.imdb.com/name/nm0000197,actor-tt0073580,1975,The Passenger
185,https://www.imdb.com/name/nm0000197,actor-tt0070290,1973,The Last Detail
186,https://www.imdb.com/name/nm0000197,actor-tt0067699,1971,A Safe Place
187,https://www.imdb.com/name/nm0000197,actor-tt12054702,1971,Walt Whitman: Poet for a New Age
188,https://www.imdb.com/name/nm0000197,actor-tt0066181,1970,On a Clear Day You Can See Forever
189,https://www.imdb.com/name/nm0000197,actor-tt0064276,1969,Easy Rider
190,https://www.imdb.com/name/nm0000197,actor-tt0063469,1968,Psych-Out
191,https://www.imdb.com/name/nm0000197,actor-tt0061259,1967,The Guns of Will Sonnett
192,https://www.imdb.com/name/nm0000197,actor-tt0061758,1967,Hells Angels on Wheels
193,https://www.imdb.com/name/nm0000197,actor-tt0062262,1966,The Shooting
194,https://www.imdb.com/name/nm0000197,actor-tt0057864,1964,Back Door to Hell
195,https://www.imdb.com/name/nm0000197,actor-tt0058060,1964,Ensign Pulver
196,https://www.imdb.com/name/nm0000197,actor-tt0057449,1963,The Raven
197,https://www.imdb.com/name/nm0000197,actor-tt0055811,1962,The Broken Land
198,https://www.imdb.com/name/nm0000197,actor-tt4838638,1962,The Hour of St. Francis
199,https://www.imdb.com/name/nm0000197,actor-tt0051311,1961,Sea Hunt
200,https://www.imdb.com/name/nm0000197,actor-tt0054348,1960,Studs Lonigan
201,https://www.imdb.com/name/nm0000197,actor-tt0054033,1960,The Little Shop of Horrors
202,https://www.imdb.com/name/nm0000197,actor-tt0052494,1960,Mr. Lucky
203,https://www.imdb.com/name/nm0000197,actor-tt0051500,1958,The Cry Baby Killer
204,https://www.imdb.com/name/nm0000008,actor-tt10905860,2006,Big Bug Man
205,https://www.imdb.com/name/nm0000008,actor-tt1667880,2001,Michael Jackson: You Rock My World
206,https://www.imdb.com/name/nm0000008,actor-tt0120678,1998,Free Money
207,https://www.imdb.com/name/nm0000008,actor-tt0116654,1996,The Island of Dr. Moreau
208,https://www.imdb.com/name/nm0000008,actor-tt0112883,1994,Don Juan DeMarco
209,https://www.imdb.com/name/nm0000008,actor-tt0099615,1990,The Freshman
210,https://www.imdb.com/name/nm0000008,actor-tt0839995,1980,Superman II: The Richard Donner Cut
211,https://www.imdb.com/name/nm0000008,actor-tt0078788,1979,Apocalypse Now
212,https://www.imdb.com/name/nm0000008,actor-tt0078346,1978,Superman
213,https://www.imdb.com/name/nm0000008,actor-tt0074906,1976,The Missouri Breaks
214,https://www.imdb.com/name/nm0000008,actor-tt0068646,1972,The Godfather
215,https://www.imdb.com/name/nm0000008,actor-tt0064866,1969,Burn!
216,https://www.imdb.com/name/nm0000008,actor-tt0062776,1968,Candy
217,https://www.imdb.com/name/nm0000008,actor-tt0061523,1967,A Countess from Hong Kong
218,https://www.imdb.com/name/nm0000008,actor-tt0060232,1966,The Chase
219,https://www.imdb.com/name/nm0000008,actor-tt0057878,1964,Bedtime Story
220,https://www.imdb.com/name/nm0000008,actor-tt0056264,1962,Mutiny on the Bounty
221,https://www.imdb.com/name/nm0000008,actor-tt0052832,1960,The Fugitive Kind
222,https://www.imdb.com/name/nm0000008,actor-tt0050933,1957,Sayonara
223,https://www.imdb.com/name/nm0000008,actor-tt0048140,1955,Guys and Dolls
224,https://www.imdb.com/name/nm0000008,actor-tt0046903,1954,Désirée
225,https://www.imdb.com/name/nm0000008,actor-tt0047677,1953,The Wild One
226,https://www.imdb.com/name/nm0000008,actor-tt0045296,1952,Viva Zapata!
227,https://www.imdb.com/name/nm0000008,actor-tt0042727,1950,The Men
228,https://www.imdb.com/name/nm0000008,actor-tt0442674,2006,The Godfather
229,https://www.imdb.com/name/nm0000008,actor-tt0227445,2001,The Score
230,https://www.imdb.com/name/nm0000008,actor-tt0118768,1997,The Brave
231,https://www.imdb.com/name/nm0000008,actor-tt8391714,1995,Divine Rapture
232,https://www.imdb.com/name/nm0000008,actor-tt0103962,1992,Christopher Columbus: The Discovery
233,https://www.imdb.com/name/nm0000008,actor-tt0097243,1989,A Dry White Season
234,https://www.imdb.com/name/nm0000008,actor-tt0080754,1980,The Formula
235,https://www.imdb.com/name/nm0000008,actor-tt0078678,1979,Roots: The Next Generations
236,https://www.imdb.com/name/nm0000008,actor-tt0809488,1977,The Godfather: A Novel for Television
237,https://www.imdb.com/name/nm0000008,actor-tt0070849,1972,Last Tango in Paris
238,https://www.imdb.com/name/nm0000008,actor-tt0069007,1971,The Nightcomers
239,https://www.imdb.com/name/nm0000008,actor-tt0064728,1969,The Night of the Following Day
240,https://www.imdb.com/name/nm0000008,actor-tt0062185,1967,Reflections in a Golden Eye
241,https://www.imdb.com/name/nm0000008,actor-tt0060120,1966,The Appaloosa
242,https://www.imdb.com/name/nm0000008,actor-tt0059470,1965,Morituri
243,https://www.imdb.com/name/nm0000008,actor-tt0056632,1963,The Ugly American
244,https://www.imdb.com/name/nm0000008,actor-tt0055257,1961,One-Eyed Jacks
245,https://www.imdb.com/name/nm0000008,actor-tt0052415,1958,The Young Lions
246,https://www.imdb.com/name/nm0000008,actor-tt0049830,1956,The Teahouse of the August Moon
247,https://www.imdb.com/name/nm0000008,actor-tt0044284,1955,Omnibus
248,https://www.imdb.com/name/nm0000008,actor-tt0047296,1954,On the Waterfront
249,https://www.imdb.com/name/nm0000008,actor-tt0045943,1953,Julius Caesar
250,https://www.imdb.com/name/nm0000008,actor-tt0044081,1951,A Streetcar Named Desire
251,https://www.imdb.com/name/nm0000008,actor-tt0040021,1949,Actor's Studio
252,https://www.imdb.com/name/nm0000243,actor-tt10095582,2021,The Tragedy of Macbeth
253,https://www.imdb.com/name/nm0000243,actor-tt3766354,2018,The Equalizer 2
254,https://www.imdb.com/name/nm0000243,actor-tt2671706,2016,Fences
255,https://www.imdb.com/name/nm0000243,actor-tt0455944,2014,The Equalizer
256,https://www.imdb.com/name/nm0000243,actor-tt1907668,2012/I,Flight
257,https://www.imdb.com/name/nm0000243,actor-tt0477080,2010,Unstoppable
258,https://www.imdb.com/name/nm0000243,actor-tt1111422,2009,The Taking of Pelham 123
259,https://www.imdb.com/name/nm0000243,actor-tt0765429,2007,American Gangster
260,https://www.imdb.com/name/nm0000243,actor-tt0454848,2006,Inside Man
261,https://www.imdb.com/name/nm0000243,actor-tt0328107,2004,Man on Fire
262,https://www.imdb.com/name/nm0000243,actor-tt0168786,2002,Antwone Fisher
263,https://www.imdb.com/name/nm0000243,actor-tt0139654,2001,Training Day
264,https://www.imdb.com/name/nm0000243,actor-tt0174856,1999,The Hurricane
265,https://www.imdb.com/name/nm0000243,actor-tt0133952,1998,The Siege
266,https://www.imdb.com/name/nm0000243,actor-tt0119099,1998,Fallen
267,https://www.imdb.com/name/nm0000243,actor-tt0325842,1997,Mother Goose: A Rappin' and Rhymin' Special
268,https://www.imdb.com/name/nm0000243,actor-tt0115956,1996,Courage Under Fire
269,https://www.imdb.com/name/nm0000243,actor-tt0114857,1995,Virtuosity
270,https://www.imdb.com/name/nm0000243,actor-tt13107436,1993,Rabbit Ears: John Henry
271,https://www.imdb.com/name/nm0000243,actor-tt0107798,1993,The Pelican Brief
272,https://www.imdb.com/name/nm0000243,actor-tt0104797,1992,Malcolm X
273,https://www.imdb.com/name/nm0000243,actor-tt13107376,1991,Rabbit Ears: Anansi
274,https://www.imdb.com/name/nm0000243,actor-tt0102456,1991,Mississippi Masala
275,https://www.imdb.com/name/nm0000243,actor-tt0099750,1990,Heart Condition
276,https://www.imdb.com/name/nm0000243,actor-tt0097880,1989,The Mighty Quinn
277,https://www.imdb.com/name/nm0000243,actor-tt0083483,1982-1988,St. Elsewhere
278,https://www.imdb.com/name/nm0000243,actor-tt0091106,1986,The George McKenna Story
279,https://www.imdb.com/name/nm0000243,actor-tt0088146,1984,A Soldier's Story
280,https://www.imdb.com/name/nm0000243,actor-tt0082138,1981,Carbon Copy
281,https://www.imdb.com/name/nm0000243,actor-tt0079161,1979,Flesh & Blood
282,https://www.imdb.com/name/nm0000243,actor-tt10016180,2021,The Little Things
283,https://www.imdb.com/name/nm0000243,actor-tt6000478,2017,"Roman J. Israel, Esq."
284,https://www.imdb.com/name/nm0000243,actor-tt2404435,2016,The Magnificent Seven
285,https://www.imdb.com/name/nm0000243,actor-tt1272878,2013,2 Guns
286,https://www.imdb.com/name/nm0000243,actor-tt1599348,2012,Safe House
287,https://www.imdb.com/name/nm0000243,actor-tt1037705,2010,The Book of Eli
288,https://www.imdb.com/name/nm0000243,actor-tt0427309,2007,The Great Debaters
289,https://www.imdb.com/name/nm0000243,actor-tt0453467,2006,Deja Vu
290,https://www.imdb.com/name/nm0000243,actor-tt0368008,2004,The Manchurian Candidate
291,https://www.imdb.com/name/nm0000243,actor-tt0313443,2003/I,Out of Time
292,https://www.imdb.com/name/nm0000243,actor-tt0251160,2002,John Q
293,https://www.imdb.com/name/nm0000243,actor-tt0210945,2000,Remember the Titans
294,https://www.imdb.com/name/nm0000243,actor-tt0145681,1999,The Bone Collector
295,https://www.imdb.com/name/nm0000243,actor-tt0124718,1998,He Got Game
296,https://www.imdb.com/name/nm0000243,actor-tt0111996,1995-1997,Happily Ever After: Fairy Tales for Every Child
297,https://www.imdb.com/name/nm0000243,actor-tt0117372,1996,The Preacher's Wife
298,https://www.imdb.com/name/nm0000243,actor-tt0112857,1995,Devil in a Blue Dress
299,https://www.imdb.com/name/nm0000243,actor-tt0112740,1995,Crimson Tide
300,https://www.imdb.com/name/nm0000243,actor-tt0107818,1993,Philadelphia
301,https://www.imdb.com/name/nm0000243,actor-tt0107616,1993,Much Ado About Nothing
302,https://www.imdb.com/name/nm0000243,actor-tt0159876,1992,Great Performances
303,https://www.imdb.com/name/nm0000243,actor-tt0102789,1991,Ricochet
304,https://www.imdb.com/name/nm0000243,actor-tt0100168,1990,Mo' Better Blues
305,https://www.imdb.com/name/nm0000243,actor-tt0097441,1989,Glory
306,https://www.imdb.com/name/nm0000243,actor-tt0097373,1988,For Queen & Country
307,https://www.imdb.com/name/nm0000243,actor-tt0092804,1987,Cry Freedom
308,https://www.imdb.com/name/nm0000243,actor-tt0091786,1986,Power
309,https://www.imdb.com/name/nm0000243,actor-tt0087617,1984,License to Kill
310,https://www.imdb.com/name/nm0000243,actor-tt0078999,1979,Coriolanus
311,https://www.imdb.com/name/nm0000243,actor-tt0076923,1977,Wilma
312,https://www.imdb.com/name/nm0000031,actress-tt0110732,1994,One Christmas
313,https://www.imdb.com/name/nm0000031,actress-tt0111415,1994,This Can't Be Love
314,https://www.imdb.com/name/nm0000031,actress-tt0104805,1992,The Man Upstairs
315,https://www.imdb.com/name/nm0000031,actress-tt0091567,1986,Mrs. Delafield Wants to Marry
316,https://www.imdb.com/name/nm0000031,actress-tt0082846,1981,On Golden Pond
317,https://www.imdb.com/name/nm0000031,actress-tt0078025,1978,"Olly, Olly, Oxen Free"
318,https://www.imdb.com/name/nm0000031,actress-tt0073310,1975,Love Among the Ruins
319,https://www.imdb.com/name/nm0000031,actress-tt0069958,1973,A Delicate Balance
320,https://www.imdb.com/name/nm0000031,actress-tt0064621,1969,The Madwoman of Chaillot
321,https://www.imdb.com/name/nm0000031,actress-tt0061735,1967,Guess Who's Coming to Dinner
322,https://www.imdb.com/name/nm0000031,actress-tt0053318,1959,"Suddenly, Last Summer"
323,https://www.imdb.com/name/nm0000031,actress-tt0049653,1956,The Rainmaker
324,https://www.imdb.com/name/nm0000031,actress-tt0048673,1955,Summertime
325,https://www.imdb.com/name/nm0000031,actress-tt0043265,1951,The African Queen
326,https://www.imdb.com/name/nm0000031,actress-tt0040834,1948,State of the Union
327,https://www.imdb.com/name/nm0000031,actress-tt0039806,1947,The Sea of Grass
328,https://www.imdb.com/name/nm0000031,actress-tt0038256,1945,Without Love
329,https://www.imdb.com/name/nm0000031,actress-tt0036384,1943,Stage Door Canteen
330,https://www.imdb.com/name/nm0000031,actress-tt0035567,1942,Woman of the Year
331,https://www.imdb.com/name/nm0000031,actress-tt0030241,1938,Holiday
332,https://www.imdb.com/name/nm0000031,actress-tt0029604,1937,Stage Door
333,https://www.imdb.com/name/nm0000031,actress-tt0028517,1936,A Woman Rebels
334,https://www.imdb.com/name/nm0000031,actress-tt0027067,1935,Sylvia Scarlett
335,https://www.imdb.com/name/nm0000031,actress-tt0026134,1935,Break of Hearts
336,https://www.imdb.com/name/nm0000031,actress-tt0025822,1934,Spitfire
337,https://www.imdb.com/name/nm0000031,actress-tt0024353,1933,Morning Glory
338,https://www.imdb.com/name/nm0000031,actress-tt0022685,1932,A Bill of Divorcement
339,https://www.imdb.com/name/nm0000031,actress-tt0110391,1994,Love Affair
340,https://www.imdb.com/name/nm0000031,actress-tt0467484,1993,The Roots of Roe
341,https://www.imdb.com/name/nm0000031,actress-tt0095502,1988,Laura Lansing Slept Here
342,https://www.imdb.com/name/nm0000031,actress-tt0087354,1984,Grace Quigley
343,https://www.imdb.com/name/nm0000031,actress-tt0079000,1979,The Corn Is Green
